v000001 adjaffi adj.adjective_affiliative.adjaffi
v000144 vbimpf vb.imperfect.vbimpf
v000145 vbindic vb.indicative.vbindic
v000146 vbinf vb.infinitive.vbinf
v000147 vbpast vb.past.vbpast
v000148 vbpastprt vb.pastparticiple.vbpastprt
v000149 vbpfaspct vb.perfect_aspect.vbpfaspct
v000150 vbplupf vb.pluperfect.vbplupf
v000151 vbpres vb.present.vbpres
v000152 vbprog vb.progressive.vbprog
v000153 vbproginf vb.progressive_infinitive.vbproginf
v000154 vbprogphr vb.progressive_phrase.vbprogphr
v000155 vbserestar vb.ser_estar_main.vbserestar
v000156 vbcausinf vb.stance_verb_inf_clause_causative.vbcausinf
v000157 vbcogninf vb.stance_verb_inf_clause_cognitive.vbcogninf
v000158 vbdesrinf vb.stance_verb_inf_clause_desire.vbdesrinf
v000159 vbprobinf vb.stance_verb_inf_clause_probability.vbprobinf
v000160 vbspchinf vb.stance_verb_inf_clause_speech.vbspchinf
v000161 vbcausque vb.stance_verb_que_clause_causative.vbcausque
v000162 vbcognque vb.stance_verb_que_clause_cognitive.vbcognque
v000163 vbdesrque vb.stance_verb_que_clause_desire.vbdesrque
v000164 vbprobque vb.stance_verb_que_clause_probability.vbprobque
v000165 vbspchque vb.stance_verb_que_clause_speech.vbspchque
v000166 vbqueinfcl vb.stance_verb_que_or_inf_clause.vbqueinfcl
v000167 subjdrop vb.subject_drop.subjdrop
v000168 vbsubfut vb.subjunctive_future.vbsubfut
v000169 vbsubpast vb.subjunctive_past.vbsubpast
v000170 vbsubpres vb.subjunctive_present.vbsubpres
v000171 vbact vb.verb_action.vbact
v000172 vbaspct vb.verb_aspect.vbaspct
v000173 vbaux vb.verb_auxiliary.vbaux
v000174 vbcomm vb.verb_communication.vbcomm
v000175 vbexist vb.verb_exist_relation.vbexist
v000176 vbfacil vb.verb_facilitation.vbfacil
v000177 vb1 vb.verb_firstperson.vb1
v000178 vbment vb.verb_mental.vbment
v000179 vbocc vb.verb_occurrence.vbocc
v000180 vinfpers vb.verb_personal_infinitive.vinfpers
v000181 vbpriv vb.verb_private.vbpriv
v000182 vbpubl vb.verb_public.vbpubl
v000183 vb2 vb.verb_secondperson.vb2
v000184 vbsua vb.verb_suasive.vbsua
v000185 vb3 vb.verb_thirdperson.vb3
v000186 vball vb.verbs_all.vball
v000187 clauselgth vd.clause_length.clauselgth
v000188 ttr vd.type-token_ratio.ttr
v000189 wrcount vd.word_count.wrcount
v000190 wl vd.word_length.wl
